episode,timestep,s1,s2,s3,s4,s5,g_s,rb_x,rb_y,rb_z,a1,a2,a3,a4,a5,g_a,ns1,ns2,ns3,ns4,ns5,ng_s,nrb_x,nrb_y,nrb_z,jp_x,jp_y,jp_z,bp_x,bp_y,bp_z,distance,reward,ball_in_target,ball_out_of_playground,time_limit,done
0,0,2.316706638715427e-11,-1.569901289751865,1.569903208243282,1.569901295548765,-1.1709054180594236e-10,0.0,0.1621457159372681,0.20159999999098285,-0.018546281752386096,-1.0,-1.0,1.0,1.0,-1.0,-1.0,2.316706638715427e-11,-1.569901289751865,1.569903208243282,1.569901295548765,-1.1709054180594236e-10,0.0,0.16225741871551486,0.20159999999903355,-0.01846938021120062,0.03774258128448517,-0.0015999999990335518,0.01846938021120062,0.2,0.2,0.0,0.25944392059406235,0.0,0,0,0,False
0,1,2.316706638715427e-11,-1.569901289751865,1.569903208243282,1.569901295548765,-1.1709054180594236e-10,0.0,0.16225741871551486,0.20159999999903355,-0.01846938021120062,-1.0,-1.0,1.0,1.0,-1.0,-1.0,2.316706638715427e-11,-1.569901289751865,1.569903208243282,1.569901295548765,-1.1709054180594236e-10,0.0,0.16225741871551486,0.20159999999903355,-0.01846938021120062,0.03774258128448517,-0.0015999999990335518,0.01846938021120062,0.2,0.2,0.0,0.25944392059406235,-0.15972196029703117,0,0,1,False
0,2,2.316706638715427e-11,-1.569901289751865,1.569903208243282,1.569901295548765,-1.1709054180594236e-10,0.0,0.16225741871551486,0.20159999999903355,-0.01846938021120062,-1.0,-1.0,1.0,1.0,-1.0,-1.0,2.053543038656668e-11,-1.5699125047326987,1.5699142052598645,1.5699125098722673,-1.0377283953685314e-10,0.0,0.16225807727936123,0.20159999999908093,-0.018468926819411063,0.03774192272063878,-0.00159999999908092,0.018468926819411063,0.2,0.2,0.0,0.2594443001876999,-0.15972594603022575,0,0,2,False
0,3,2.053543038656668e-11,-1.5699125047326987,1.5699142052598645,1.5699125098722673,-1.0377283953685314e-10,0.0,0.16225807727936123,0.20159999999908093,-0.018468926819411063,-1.0,-1.0,1.0,1.0,-1.0,-1.0,2.053543038656668e-11,-1.5699125047326987,1.5699142052598645,1.5699125098722673,-1.0377283953685314e-10,0.0,0.16225807727936123,0.20159999999908093,-0.018468926819411063,0.03774192272063878,-0.00159999999908092,0.018468926819411063,0.2,0.2,0.0,0.2594443001876999,-0.15972215009384996,0,0,3,False
0,4,2.053543038656668e-11,-1.5699125047326987,1.5699142052598645,1.5699125098722673,-1.0377283953685314e-10,0.0,0.16225807727936123,0.20159999999908093,-0.018468926819411063,-1.0,-1.0,1.0,1.0,-1.0,-1.0,2.012686170892446e-11,-1.5699142458891011,1.5699159125767217,1.569914250926617,-1.0170522977255828e-10,0.0,0.16225807727936123,0.20159999999908093,-0.018468926819411063,0.03774192272063878,-0.00159999999908092,0.018468926819411063,0.2,0.2,0.0,0.2594443001876999,-0.15972215009384996,0,0,4,False
0,5,2.012686170892446e-11,-1.5699142458891011,1.5699159125767217,1.569914250926617,-1.0170522977255828e-10,0.0,0.16225807727936123,0.20159999999908093,-0.018468926819411063,-1.0,-1.0,1.0,1.0,-1.0,-1.0,2.012686170892446e-11,-1.5699142458891011,1.5699159125767217,1.569914250926617,-1.0170522977255828e-10,0.0,0.16225807727936123,0.20159999999908093,-0.018468926819411063,0.03774192272063878,-0.00159999999908092,0.018468926819411063,0.2,0.2,0.0,0.2594443001876999,-0.15972215009384996,0,0,5,False
0,6,2.012686170892446e-11,-1.5699142458891011,1.5699159125767217,1.569914250926617,-1.0170522977255828e-10,0.0,0.16225807727936123,0.20159999999908093,-0.018468926819411063,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.9925636502694697e-11,-1.5699151034305032,1.5699167534517227,1.569915108417757,-1.006869059795591e-10,0.0,0.16225807727936123,0.20159999999908093,-0.018468926819411063,0.03774192272063878,-0.00159999999908092,0.018468926819411063,0.2,0.2,0.0,0.2594443001876999,-0.15972215009384996,0,0,6,False
0,7,1.9925636502694697e-11,-1.5699151034305032,1.5699167534517227,1.569915108417757,-1.006869059795591e-10,0.0,0.16225807727936123,0.20159999999908093,-0.018468926819411063,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.9925636502694697e-11,-1.5699151034305032,1.5699167534517227,1.569915108417757,-1.006869059795591e-10,0.0,0.16225807727936123,0.20159999999908093,-0.018468926819411063,0.03774192272063878,-0.00159999999908092,0.018468926819411063,0.2,0.2,0.0,0.2594443001876999,-0.15972215009384996,0,0,7,False
0,8,1.9925636502694697e-11,-1.5699151034305032,1.5699167534517227,1.569915108417757,-1.006869059795591e-10,0.0,0.16225807727936123,0.20159999999908093,-0.018468926819411063,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.9925636502694697e-11,-1.5699151034305032,1.5699167534517227,1.569915108417757,-1.006869059795591e-10,0.0,0.16225807727936123,0.20159999999908093,-0.018468926819411063,0.03774192272063878,-0.00159999999908092,0.018468926819411063,0.2,0.2,0.0,0.2594443001876999,-0.15972215009384996,0,0,8,False
0,9,1.9925636502694697e-11,-1.5699151034305032,1.5699167534517227,1.569915108417757,-1.006869059795591e-10,0.0,0.16225807727936123,0.20159999999908093,-0.018468926819411063,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.9925636502694697e-11,-1.5699151034305032,1.5699167534517227,1.569915108417757,-1.006869059795591e-10,0.0,0.1624940943043313,0.20198660882657737,-0.018453266714368033,0.03750590569566872,-0.0019866088265773608,0.018453266714368033,0.2,0.2,0.0,0.25989121547577804,-0.1644147606186701,0,0,9,False
