episode,timestep,s1,s2,s3,s4,s5,g_s,rb_x,rb_y,rb_z,a1,a2,a3,a4,a5,g_a,ns1,ns2,ns3,ns4,ns5,ng_s,nrb_x,nrb_y,nrb_z,jp_x,jp_y,jp_z,bp_x,bp_y,bp_z,distance,reward,ball_in_target,ball_out_of_playground,time_limit,done
0,0,3.3706203628012303e-14,-1.5699998748694632,1.5699998776506758,1.5699998748907698,-2.1372602620850004e-14,0.0,0.1622707486932436,0.2015999999999921,-0.01846020297943493,1.0,-1.0,-1.0,-1.0,-1.0,1.0,3.3706203628012303e-14,-1.5699998748694632,1.5699998776506758,1.5699998748907698,-2.1372602620850004e-14,0.0,0.16227084135112801,0.20159999999999875,-0.01846013929789997,0.03772915864887201,-0.001599999999998755,0.01846013929789997,0.2,0.2,0.0,0.25945165772393963,0.0,0,0,0,False
0,1,3.3706203628012303e-14,-1.5699998748694632,1.5699998776506758,1.5699998748907698,-2.1372602620850004e-14,0.0,0.16227084135112801,0.20159999999999875,-0.01846013929789997,1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.6281765989979936e-14,-1.569999906513366,1.5699999086034206,1.5699999065321462,1.619759198805864e-14,0.0,0.16227084135112801,0.20159999999999875,-0.01846013929789997,0.03772915864887201,-0.001599999999998755,0.01846013929789997,0.2,0.2,0.0,0.25945165772393963,-0.15972582886196982,0,0,1,False
0,2,2.6281765989979936e-14,-1.569999906513366,1.5699999086034206,1.5699999065321462,1.619759198805864e-14,0.0,0.16227084135112801,0.20159999999999875,-0.01846013929789997,1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.6281765989979936e-14,-1.569999906513366,1.5699999086034206,1.5699999065321462,1.619759198805864e-14,0.0,0.12767300583228203,0.19031262186705006,-0.052212813505693574,0.07232699416771797,0.009687378132949965,0.052212813505693574,0.2,0.2,0.0,0.2350435456555679,0.0965593478559334,0,0,2,False
0,3,2.6281765989979936e-14,-1.569999906513366,1.5699999086034206,1.5699999065321462,1.619759198805864e-14,0.0,0.12767300583228203,0.19031262186705006,-0.052212813505693574,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.13423524437148637,-1.6518244770505168,1.4307999173778987,1.4326225176503349,0.13664502144960325,0.0,0.12767300583228203,0.19031262186705006,-0.052212813505693574,0.07232699416771797,0.009687378132949965,0.052212813505693574,0.2,0.2,0.0,0.2350435456555679,-0.14752177282778395,0,0,3,False
0,4,0.13423524437148637,-1.6518244770505168,1.4307999173778987,1.4326225176503349,0.13664502144960325,0.0,0.12767300583228203,0.19031262186705006,-0.052212813505693574,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.15719794553335611,-1.6636535460780104,1.3971999173852265,1.4055260784099617,0.16189581710546286,0.0,0.12331824911285137,0.18788901994595208,-0.05899318300615495,0.07668175088714864,0.012110980054047916,0.05899318300615495,0.2,0.2,0.0,0.23235720350724517,-0.11931518027039535,0,0,4,False
0,5,0.15719794553335611,-1.6636535460780104,1.3971999173852265,1.4055260784099617,0.16189581710546286,0.0,0.12331824911285137,0.18788901994595208,-0.05899318300615495,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.16847762461227214,-1.6681124268856495,1.373199917390591,1.3859702865345795,0.1786305497971088,0.0,0.11987856427830036,0.18640698381937193,-0.06520492416561094,0.08012143572169965,0.013593016180628081,0.06520492416561094,0.2,0.2,0.0,0.23101973059785447,-0.13213513620502015,0,0,5,False
0,6,0.16847762461227214,-1.6681124268856495,1.373199917390591,1.3859702865345795,0.1786305497971088,0.0,0.11987856427830036,0.18640698381937193,-0.06520492416561094,1.0,-1.0,-1.0,-1.0,1.0,1.0,0.18291579101571356,-1.673936612083208,1.3539999173949444,1.3690185479335937,0.19718081558136594,0.0,0.11649998692478312,0.18442627117018545,-0.07189836516912099,0.08350001307521689,0.01557372882981456,0.07189836516912099,0.2,0.2,0.0,0.22968385090207297,-0.13148312849322147,0,0,6,False
0,7,0.18291579101571356,-1.673936612083208,1.3539999173949444,1.3690185479335937,0.19718081558136594,0.0,0.11649998692478312,0.18442627117018545,-0.07189836516912099,1.0,-1.0,-1.0,-1.0,1.0,1.0,0.19728135823717732,-1.6800877824405,1.3347999173993663,1.3521103128101677,0.2156843808342421,0.0,0.11324597624451742,0.18200467882206545,-0.07911043026120859,0.08675402375548259,0.017995321177934568,0.07911043026120859,0.2,0.2,0.0,0.22849248220633112,-0.13233255414574704,0,0,7,False
0,8,0.19728135823717732,-1.6800877824405,1.3347999173993663,1.3521103128101677,0.2156843808342421,0.0,0.11324597624451742,0.18200467882206545,-0.07911043026120859,1.0,-1.0,-1.0,-1.0,1.0,1.0,0.21262446919338487,-1.6865411060939592,1.3107999174040208,1.3329103128209807,0.2348843808220792,0.0,0.11324597624451742,0.18200467882206545,-0.07911043026120859,0.08675402375548259,0.017995321177934568,0.07911043026120859,0.2,0.2,0.0,0.22849248220633112,-0.14424624110316556,0,0,8,False
0,9,0.21262446919338487,-1.6865411060939592,1.3107999174040208,1.3329103128209807,0.2348843808220792,0.0,0.11324597624451742,0.18200467882206545,-0.07911043026120859,1.0,-1.0,-1.0,-1.0,1.0,1.0,0.21967140938927093,-1.689699568674489,1.291599917407637,1.3231860276889087,0.24777702350110448,0.0,0.10982857898426804,0.1791860555290425,-0.08894715911064777,0.09017142101573197,0.020813944470957538,0.08894715911064777,0.2,0.2,0.0,0.228213839132546,-0.14132048882842188,0,0,9,False
0,10,0.21967140938927093,-1.689699568674489,1.291599917407637,1.3231860276889087,0.24777702350110448,0.0,0.10982857898426804,0.1791860555290425,-0.08894715911064777,1.0,-1.0,-1.0,-1.0,1.0,1.0,0.23465850006445546,-1.695909587643541,1.2627999174126074,1.3039860277005668,0.2669770234892301,0.0,0.10740343958956179,0.1772875833701173,-0.09725629847689872,0.09259656041043822,0.02271241662988272,0.09725629847689872,0.2,0.2,0.0,0.22896544203506466,-0.15199875004271896,0,0,10,False
